,timestamp,Stock,Close,Volume,RSI,BBANDS_Up,BBANDS_Mid,BBANDS_Low,BETA,Sector,Name,Employees,Exchange_Symbol
469831,2019-11-12 00:00:00-05:00,SRE,144.93,4481389.0,52.60974294096241,145.09083782545602,142.94199999999995,140.79316217454388,0.5910209522180331,Utilities,Sempra Energy,27708,New York Stock Exchange
470955,2019-11-12 00:00:00-05:00,SHW,587.24,502529.0,61.64543395069404,590.4623957323504,578.5400000000002,566.61760426765,0.940018201196151,Basic Materials,Sherwin-Williams Company (The),52695,New York Stock Exchange
472079,2019-11-12 00:00:00-05:00,SPG,153.6,1775082.0,50.58567655675421,156.53805780952155,154.91200000000015,153.28594219047875,0.33254270654216367,Real Estate,Simon Property Group Inc.,5000,New York Stock Exchange
473203,2019-11-12 00:00:00-05:00,SWKS,101.59,4539907.0,81.51944762399309,102.3781439770328,99.83600000000008,97.29385602296736,0.7088992919909137,Technology,Skyworks Solutions Inc.,8400,Nasdaq Global Select
474327,2019-11-12 00:00:00-05:00,SLG,84.3,779241.0,54.83437839969119,86.3844436507836,85.14000000000007,83.89555634921655,0.46707768854270326,Real Estate,SL Green Realty Corp,1065,New York Stock Exchange
475451,2019-11-12 00:00:00-05:00,SNA,168.94,300082.0,66.68795745194348,169.15767233876838,167.52200000000008,165.88632766123177,0.9617968943526926,Industrials,Snap-On Incorporated,12600,New York Stock Exchange
476575,2019-11-12 00:00:00-05:00,SO,60.69,3786406.0,45.167935598847784,61.996447899691795,60.995999999999995,59.995552100308196,0.3480971589423337,Utilities,Southern Company (The),31344,New York Stock Exchange
477699,2019-11-12 00:00:00-05:00,LUV,57.85,2238717.0,65.22565205087074,58.446000000071656,58.0779999999999,57.70999999992815,0.3951789566710257,Industrials,Southwest Airlines Company,58559,New York Stock Exchange
478823,2019-11-12 00:00:00-05:00,SPGI,255.13,708211.0,54.05639827984512,256.4446561922567,254.8959999999992,253.34734380774174,0.7904348656966591,Financial Services,S&P Global Inc.,20400,New York Stock Exchange
479947,2019-11-12 00:00:00-05:00,SWK,157.62,878010.0,61.63298956445441,159.95164402653361,158.41799999999992,156.88435597346623,0.8084136103261422,Industrials,Stanley Black & Decker Inc.,57765,New York Stock Exchange
481071,2019-11-12 00:00:00-05:00,SBUX,83.32,9479516.0,43.74935890435875,83.6760540528264,82.49199999999999,81.30794594717358,0.3415439116282831,Consumer Cyclical,Starbucks Corporation,277000,Nasdaq Global Select
482195,2019-11-12 00:00:00-05:00,STT,73.41,5358124.0,79.09537673403145,74.33866029391959,72.62999999999992,70.92133970608026,0.7929149624909426,Financial Services,State Street Corporation,39020,New York Stock Exchange
483319,2019-11-12 00:00:00-05:00,SYK,200.18,1460167.0,36.544702725560214,201.8670128204028,200.0340000000001,198.2009871795974,0.5582005005320578,Healthcare,Stryker Corporation,33000,New York Stock Exchange
484443,2019-11-12 00:00:00-05:00,STI,70.39,1075333.0,58.13044177311064,71.5251042843356,70.68599999999998,69.84689571566436,0.8790352502473184,Financial Services,SunTrust Banks Inc.,23785,New York Stock Exchange
485567,2019-11-12 00:00:00-05:00,SIVB,238.68,357064.0,65.01018305353324,242.8769136317746,237.0820000000004,231.28708636822617,0.9429828527677986,Financial Services,SVB Financial Group,2626,Nasdaq Global Select
486691,2019-11-12 00:00:00-05:00,SYF,36.89,3996907.0,72.67709996936112,36.99715966240162,36.90000000000001,36.802840337598404,1.0368300459001132,Financial Services,Synchrony Financial,16000,New York Stock Exchange
487815,2019-11-12 00:00:00-05:00,SNPS,138.89,734150.0,56.11002673565858,139.49594283412736,136.94200000000006,134.38805716587277,0.8198063860294972,Technology,Synopsys Inc.,11686,Nasdaq Global Select
488939,2019-11-12 00:00:00-05:00,SYY,80.3,1505875.0,57.49622686953539,81.27016947125276,80.56200000000001,79.85383052874727,0.6862997201674713,Consumer Defensive,Sysco Corporation,67000,New York Stock Exchange
490063,2019-11-12 00:00:00-05:00,TMUS,77.43,4694395.0,34.91023695900574,83.68472703042211,80.34200000000008,76.99927296957806,0.820632967497859,Communication Services,T-Mobile US Inc.,51000,Nasdaq Global Select
491187,2019-11-12 00:00:00-05:00,TROW,121.23,909328.0,67.73279794764085,121.4132293547622,120.33399999999986,119.25477064523753,0.596217097267083,Financial Services,T. Rowe Price Group Inc.,6946,Nasdaq Global Select
492311,2019-11-12 00:00:00-05:00,TTWO,118.99,1818139.0,44.902697597002735,120.30108424537785,117.83800000000016,115.37491575462248,0.43575832065358167,Technology,Take-Two Interactive Software Inc.,4492,Nasdaq Global Select
493435,2019-11-12 00:00:00-05:00,TPR,26.38,4561743.0,52.656573316637456,27.598076592628157,26.657999999999937,25.717923407371718,0.4368702000455881,Consumer Cyclical,Coach Inc.,20800,New York Stock Exchange
494559,2019-11-12 00:00:00-05:00,TGT,108.35,5594916.0,46.162319460939685,111.69646375589782,110.01000000000003,108.32353624410224,0.8483157273256124,Consumer Defensive,Target Corporation,345000,New York Stock Exchange
495683,2019-11-12 00:00:00-05:00,TEL,93.18,1419486.0,51.826193342432745,94.34118305953716,93.73199999999994,93.12281694046273,0.6152439287536154,Technology,TE Connectivity Ltd. New Switzerland Registered Shares,78000,New York Stock Exchange
496807,2019-11-12 00:00:00-05:00,FTI,20.23,2650797.0,35.78848876648835,20.74908933843866,20.485999999999994,20.222910661561325,1.1357596792412896,Energy,TechnipFMC plc,37000,New York Stock Exchange
497931,2019-11-12 00:00:00-05:00,TFX,331.94,244476.0,49.237165023101056,338.2949786115459,332.1000000000009,325.90502138845585,0.8097812237038194,Healthcare,Teleflex Incorporated,14400,New York Stock Exchange
499055,2019-11-12 00:00:00-05:00,TXN,119.02,5115896.0,40.90221720962408,121.18201157270403,119.4969999999997,117.81198842729538,0.5016700733705848,Technology,Texas Instruments Incorporated,29714,Nasdaq Global Select
500179,2019-11-12 00:00:00-05:00,TXT,46.41,1484946.0,44.33367390911972,47.34546971260254,46.64800000000005,45.95053028739757,0.784678846100559,Industrials,Textron Inc.,37000,New York Stock Exchange
501303,2019-11-12 00:00:00-05:00,TMO,295.97,853280.0,54.069706926595316,296.2496161992549,294.4520000000001,292.65438380074534,0.8272163713501248,Healthcare,Thermo Fisher Scientific Inc,70000,New York Stock Exchange
502427,2019-11-12 00:00:00-05:00,TIF,124.15,2881064.0,70.43280159242636,126.14422692754543,125.016,123.88777307245458,1.0577499995232085,Consumer Cyclical,Tiffany & Co.,13100,New York Stock Exchange
503551,2019-11-12 00:00:00-05:00,TWTR,29.05,15950608.0,21.247267610789777,29.610107511360642,29.23799999999998,28.865892488639314,1.0474945629920596,Technology,Twitter Inc.,3372,New York Stock Exchange
504675,2019-11-12 00:00:00-05:00,TJX,58.4,3833851.0,51.36152798003975,59.577027272213954,58.86199999999998,58.14697272778601,0.633623707934635,Consumer Cyclical,TJX Companies Inc. (The),249000,New York Stock Exchange
505799,2019-11-12 00:00:00-05:00,TSCO,96.63,981799.0,54.56048721351478,97.26497860423223,95.74599999999994,94.22702139576765,0.527184428385187,Consumer Cyclical,Tractor Supply Company,28000,Nasdaq Global Select
506923,2019-11-12 00:00:00-05:00,TDG,544.5,247764.0,62.725151849282724,546.6465137269712,540.6820000000004,534.7174862730295,0.33068129425904214,Industrials,Transdigm Group Incorporated Inc.,9200,New York Stock Exchange
508047,2019-11-12 00:00:00-05:00,TRV,133.35,1270622.0,42.642727297462216,133.93865275539216,133.108,132.27734724460785,0.9579200942315169,Financial Services,The Travelers Companies Inc.,30800,New York Stock Exchange
509171,2019-11-12 00:00:00-05:00,TRIP,31.7,3332694.0,26.373678715027882,40.793085213398015,33.57000000000001,26.346914786602,0.5221475599665958,Consumer Cyclical,TripAdvisor Inc.,3250,Nasdaq Global Select
510295,2019-11-12 00:00:00-05:00,TSN,88.88,7391991.0,67.50993122664411,88.92175940191649,84.19200000000001,79.46224059808353,0.46932389420851695,Consumer Defensive,Tyson Foods Inc.,122000,New York Stock Exchange
511419,2019-11-12 00:00:00-05:00,UDR,47.03,1654858.0,33.74806390628988,48.70544511500901,47.61000000000001,46.514554884991,0.5315586549282476,Real Estate,UDR Inc.,1542,New York Stock Exchange
512543,2019-11-12 00:00:00-05:00,ULTA,243.97,902991.0,50.99503643612321,246.23396866391164,242.59599999999992,238.9580313360882,0.5284751042430981,Consumer Cyclical,Ulta Beauty Inc.,34700,Nasdaq Global Select
513667,2019-11-12 00:00:00-05:00,USB,58.48,3788791.0,67.34864876779747,59.20188261295644,58.775999999999954,58.35011738704347,0.8032058408921842,Financial Services,U.S. Bancorp,72402,New York Stock Exchange
514791,2019-11-12 00:00:00-05:00,UAA,17.29,4009557.0,34.10549458259774,18.21366426235346,17.635999999999996,17.05833573764653,1.2549832567633938,Consumer Cyclical,Under Armour Inc. Class A,15800,New York Stock Exchange
515915,2019-11-12 00:00:00-05:00,UA,15.58,3183246.0,33.532923015419655,16.607891079318087,16.00200000000003,15.396108920681975,1.244759136811781,Consumer Cyclical,Under Armour Inc. Class C,15800,New York Stock Exchange
517039,2019-11-12 00:00:00-05:00,UNP,175.47,2331120.0,60.51819775721751,177.43024859052045,176.34399999999988,175.2577514094793,0.6862221067452692,Industrials,Union Pacific Corporation,42323,New York Stock Exchange
518163,2019-11-12 00:00:00-05:00,UAL,92.72,1853571.0,60.19049854406555,94.08082585298257,93.36599999999994,92.65117414701731,0.7750404503174947,Industrials,United Continental Holdings Inc.,89000,Nasdaq Global Select
519287,2019-11-12 00:00:00-05:00,UNH,255.25,2425459.0,65.54341587206449,259.2526647321177,254.65799999999984,250.063335267882,0.7225306681296776,Healthcare,UnitedHealth Group Incorporated (DE),260000,New York Stock Exchange
520411,2019-11-12 00:00:00-05:00,UPS,123.01,1692227.0,60.96127223852705,124.69954658158352,123.17800000000003,121.65645341841653,0.6589752343788389,Industrials,United Parcel Service Inc.,454000,New York Stock Exchange
521535,2019-11-12 00:00:00-05:00,URI,154.46,1592317.0,76.67168838210947,159.65687017246972,152.69000000000003,145.72312982753033,0.672817693116223,Industrials,United Rentals Inc.,14800,New York Stock Exchange
522659,2019-11-12 00:00:00-05:00,UTX,148.39,1924917.0,71.46902970517436,149.01489684625486,148.50599999999983,147.9971031537448,0.46894875583587575,Industrials,United Technologies Corporation,204700,New York Stock Exchange
523783,2019-11-12 00:00:00-05:00,UHS,140.57,996191.0,45.30432963977425,141.45234519379332,140.1079999999999,138.76365480620646,0.7644517813851314,Healthcare,Universal Health Services Inc.,76600,New York Stock Exchange
524907,2019-11-12 00:00:00-05:00,UNM,30.16,1515178.0,61.845232663457125,30.302901755359585,29.849999999999984,29.397098244640382,0.6170846922317436,Financial Services,Unum Group,9400,New York Stock Exchange
526031,2019-11-12 00:00:00-05:00,VFC,84.72,2786275.0,43.129325488928906,87.69703826322844,86.14199999999991,84.58696173677139,1.1547821214779157,Consumer Cyclical,V.F. Corporation,69000,New York Stock Exchange
527155,2019-11-12 00:00:00-05:00,VLO,100.48,2405092.0,67.94957936104117,101.48738666471925,100.75399999999995,100.02061333528064,0.7779489011519555,Energy,Valero Energy Corporation,10015,New York Stock Exchange
528279,2019-11-12 00:00:00-05:00,VAR,124.48,442617.0,59.10173121546063,125.72742843898452,124.49599999999971,123.2645715610149,0.5019272815912633,Healthcare,Varian Medical Systems Inc.,6600,New York Stock Exchange
529403,2019-11-12 00:00:00-05:00,VTR,58.6,3769329.0,18.32781018113591,60.73546317777654,59.50999999999986,58.28453682222319,0.8786718796773801,Real Estate,Ventas Inc.,493,New York Stock Exchange
530527,2019-11-12 00:00:00-05:00,VRSN,184.39,455709.0,44.093185574357655,186.78333596430429,185.0939999999998,183.4046640356953,0.4350495194867306,Technology,VeriSign Inc.,952,Nasdaq Global Select
531651,2019-11-12 00:00:00-05:00,VRSK,138.085,1137059.0,29.343921728272893,141.57364691137582,138.55899999999986,135.5443530886239,0.49191129908737563,Industrials,Verisk Analytics Inc.,7304,Nasdaq Global Select
532775,2019-11-12 00:00:00-05:00,VZ,59.32,9391309.0,43.605095810749596,60.730371476653275,59.787999999999954,58.84562852334663,0.30958660910364105,Communication Services,Verizon Communications Inc.,152300,New York Stock Exchange
533899,2019-11-12 00:00:00-05:00,VRTX,203.86,1102621.0,71.54691703471266,206.3222895476456,199.77400000000003,193.22571045235446,0.3863398396301918,Healthcare,Vertex Pharmaceuticals Incorporated,2300,Nasdaq Global Select
535023,2019-11-12 00:00:00-05:00,VIAB,22.555,11641187.0,49.177038078297976,23.59374915700005,22.66700000000002,21.740250842999988,0.9080373767670203,Consumer Cyclical,Viacom Inc.,11650,Nasdaq Global Select
536147,2019-11-12 00:00:00-05:00,V,179.74,10886272.0,55.708299284722514,180.8174209738623,178.69000000000003,176.56257902613774,0.6003892700393779,Financial Services,Visa Inc.,11300,New York Stock Exchange
537271,2019-11-12 00:00:00-05:00,VNO,64.68,1067261.0,51.41011021038803,66.11365551146733,65.27200000000008,64.43034448853282,0.6453484030020981,Real Estate,Vornado Realty Trust,3989,New York Stock Exchange
538395,2019-11-12 00:00:00-05:00,VMC,136.51,740888.0,27.160832419578483,138.32776921071942,137.002,135.6762307892806,0.9725342675758382,Basic Materials,Vulcan Materials Company (Holding Company),7900,New York Stock Exchange
539519,2019-11-12 00:00:00-05:00,WAB,78.44,909626.0,72.23550958713,79.09877297951878,78.4799999999997,77.86122702048063,0.7378162827598758,Industrials,Westinghouse Air Brake Technologies Corporation,18000,New York Stock Exchange
540643,2019-11-12 00:00:00-05:00,WMT,119.12,5603974.0,53.63333429275136,120.30824462009495,119.46599999999998,118.623755379905,0.6943217023430402,Consumer Defensive,Walmart Inc.,2300000,New York Stock Exchange
541767,2019-11-12 00:00:00-05:00,WBA,62.72,7363878.0,70.282397625136,63.81395449070646,60.474000000000046,57.134045509293635,0.5275927484178075,Consumer Defensive,Walgreens Boots Alliance Inc.,354000,Nasdaq Global Select
542891,2019-11-12 00:00:00-05:00,DIS,138.58,18698878.0,66.95507407029885,141.25839331525313,135.50200000000015,129.74560668474717,0.7310644141464087,Consumer Cyclical,The Walt Disney Company,199000,New York Stock Exchange
544015,2019-11-12 00:00:00-05:00,WM,110.0,1830482.0,38.97872951398568,111.14366490321589,110.35600000000018,109.56833509678447,0.4415184127238895,Industrials,Waste Management Inc.,42300,New York Stock Exchange
545139,2019-11-12 00:00:00-05:00,WAT,212.58,420640.0,45.90003286884618,214.22631694949453,211.45599999999982,208.6856830505051,0.9928248557332794,Healthcare,Waters Corporation,7000,New York Stock Exchange
546263,2019-11-12 00:00:00-05:00,WEC,87.18,1874385.0,27.041966077238722,91.48011535707174,88.44599999999998,85.41188464292823,0.6218440789575858,Utilities,WEC Energy Group Inc.,8129,New York Stock Exchange
547387,2019-11-12 00:00:00-05:00,WCG,303.91,620442.0,70.11245994203618,308.8557862233287,298.51800000000037,288.180213776672,0.8578261581327463,Healthcare,Wellcare Health Plans Inc.,8900,New York Stock Exchange
548511,2019-11-12 00:00:00-05:00,WFC,54.22,15755899.0,77.12217594002112,54.30985503434496,54.034000000000106,53.75814496565525,0.7504522254006464,Financial Services,Wells Fargo & Company,264500,New York Stock Exchange
550759,2019-11-12 00:00:00-05:00,WDC,52.54,4414109.0,38.32423011231616,54.065548312313595,52.70199999999996,51.33845168768633,1.1921428633637106,Technology,Western Digital Corporation,71600,Nasdaq Global Select
551883,2019-11-12 00:00:00-05:00,WU,26.65,12927819.0,64.81395049323673,28.333147574765952,27.44199999999995,26.55085242523395,0.26421609647562394,Financial Services,Western Union Company (The),11500,New York Stock Exchange
553007,2019-11-12 00:00:00-05:00,WRK,40.64,4834016.0,68.41732162013345,40.74007091976652,39.611999999999895,38.483929080233274,0.3354587455035403,Consumer Cyclical,Westrock Company,44800,New York Stock Exchange
554131,2019-11-12 00:00:00-05:00,WY,29.14,3242461.0,53.562328619249,29.79122642271634,29.43999999999996,29.08877357728358,0.5975616409257644,Basic Materials,Weyerhaeuser Company,9300,New York Stock Exchange
555255,2019-11-12 00:00:00-05:00,WHR,155.31,889655.0,49.630454107672804,157.02527424028165,155.7579999999999,154.49072575971815,0.5064804134065244,Consumer Cyclical,Whirlpool Corporation,92000,New York Stock Exchange
556379,2019-11-12 00:00:00-05:00,WMB,22.04,10368798.0,36.390950614852215,22.25258696858168,22.116000000000042,21.979413031418403,0.652145836300833,Energy,Williams Companies Inc. (The),5425,New York Stock Exchange
557503,2019-11-12 00:00:00-05:00,WLTW,187.22,645733.0,49.23243287529575,187.91001668512567,186.11199999999994,184.3139833148742,0.5066295547445853,Financial Services,Willis Towers Watson Public Limited Company,43000,Nasdaq Global Select
558627,2019-11-12 00:00:00-05:00,WYNN,120.74,1226578.0,52.642183560479,127.82479489301704,123.37599999999978,118.92720510698251,0.9750217755975504,Consumer Cyclical,Wynn Resorts Limited,25200,Nasdaq Global Select
559751,2019-11-12 00:00:00-05:00,XEL,60.17,1720613.0,32.55974024891484,61.2795878787391,60.38199999999989,59.48441212126068,0.6561509490562333,Utilities,Xcel Energy Inc.,11134,Nasdaq Global Select
560875,2019-11-12 00:00:00-05:00,XRX,37.45,3683261.0,70.42898164698498,39.09866192912669,37.92599999999993,36.75333807087317,0.44269107729185636,Technology,Xerox Corporation,35300,New York Stock Exchange
561999,2019-11-12 00:00:00-05:00,XLNX,95.17,1826904.0,50.255176477795956,96.65224931621626,95.14400000000013,93.63575068378401,0.9723324355807996,Technology,Xilinx Inc.,4014,Nasdaq Global Select
563123,2019-11-12 00:00:00-05:00,XYL,76.64,1080551.0,43.2440043522174,78.65474135836496,77.05999999999987,75.46525864163479,1.0188487447437864,Industrials,Xylem Inc. New,16200,New York Stock Exchange
564247,2019-11-12 00:00:00-05:00,YUM,98.34,2498981.0,25.19181172915994,100.41738581460935,99.16399999999972,97.91061418539009,1.2932228114322972,Consumer Cyclical,Yum! Brands Inc.,60000,New York Stock Exchange
565371,2019-11-12 00:00:00-05:00,ZBH,144.54,859335.0,64.77783147608365,145.15910671267747,143.40200000000019,141.6448932873229,0.4811312891399013,Healthcare,Zimmer Biomet Holdings Inc.,18200,New York Stock Exchange
566495,2019-11-12 00:00:00-05:00,ZION,50.72,2033226.0,69.77780667603723,51.36342392814663,50.836000000000006,50.30857607185338,0.8435980709249108,Financial Services,Zions Bancorporation N.A.,10083,Nasdaq Global Select
567619,2019-11-12 00:00:00-05:00,ZTS,117.2,2620007.0,33.63167883128389,122.77636027348107,118.91800000000009,115.05963972651911,0.3703351543761463,Healthcare,Zoetis Inc. Class A,9200,New York Stock Exchange
